,did,label,uid
74,59280a36283978062f732670,RTD,
75,5927f260283978062f7325e6,beer,
76,5927cee369ed7a06221e181f,beer,
77,5927cee369ed7a06221e181f,RTD,
78,5927cea28a14e20627d8df43,beer,
79,5927cea28a14e20627d8df43,RTD,
80,5927b28894c5bf062cc09de8,beer,
81,5927b28894c5bf062cc09de8,RTD,
82,5927889b94c5bf062cc09d11,beer,
83,592767c094c5bf062fc3c62f,beer,
84,5927565f83744048413feb1c,beer,
85,59273828837440484fed2356,beer,
86,5926e4ab72b0730c50f0c2ca,beer,
87,5926ddd910e6a90b2b9cec54,beer,
88,5926b7f7ab8bcc2847be8f38,beer,
89,5926b76172b0730c423116b5,beer,
90,5926c5f8ce88b42890ae6c33,beer,
91,5926a3fe83744048413fe741,beer,
92,5926a3fe83744048413fe741,RTD,
93,592685ef72b0730c50f0c07d,beer,
94,592685ef72b0730c50f0c07d,RTD,
95,5926858610e6a90b1ded64c6,beer,
96,5924141dea7cfd0648c6cd56,beer,
97,59262bdb04e76f064966cc8e,beer,
98,5924119edac7570643aef911,beer,
99,5926201bb8f04a0623e36d4d,beer,
100,59261a0204e76f0648c5272f,beer,
101,592409e91655540649fda6df,beer,
102,5926105bce88b40613fcb0d8,beer,
103,5926049a83744062da3de0a5,beer,
104,5925672eab8bcc063f565eb1,beer,
105,5925672eab8bcc063f565eb1,RTD,
106,59254d32da21f251ef57e9fa,beer,
107,59253bdcab8bcc063e9e8a55,beer,
108,59253bdcab8bcc063e9e8a55,RTD,
109,59252305ce0c76064839bb39,beer,
110,59252305ce0c76064839bb39,RTD,
111,592518466aaa91064e279cc4,beer,
112,592518466aaa91064e279cc4,RTD,
113,5925136183744062ca2d9174,beer,
114,59251304ab8bcc063e9e89c1,beer,
115,59251304ab8bcc063e9e89c1,RTD,
116,59250c5ece0c76064731f773,beer,
117,59250975c2eafc0669e725f0,beer,
118,5924f086ab4eaa064607111a,beer,
119,5924f086ab4eaa064607111a,RTD,
120,5924347ab116a6064bae84ec,beer,
121,5924347ab116a6064bae84ec,RTD,
122,59240612f12912065f479684,beer,
123,59240612f12912065f479684,RTD,
124,5923d7ec83744062ca2d8af7,beer,
125,5923d7ec83744062ca2d8af7,RTD,
126,5923c567165554064a3de4d2,beer,
127,5923b884f129120661276545,beer,
128,5923a5ff1655540649fda508,beer,
129,592378b6ea7cfd0649ddeb23,beer,
130,592378b6ea7cfd0649ddeb23,RTD,
131,59236691f12912065f47938f,beer,
132,5922ddb683744062bce97eaf,beer,
133,5922bb51a97880064f5d5fd3,beer,
134,5922bac7b795b00656cf064c,beer,
135,5922bac7b795b00656cf064c,RTD,
136,59229b5dda21f2520c6d067f,beer,
137,5922983183b50106463eed4f,beer,
138,5922983183b50106463eed4f,RTD,
139,5922919983744062da3dcf58,beer,
140,5922919983744062da3dcf58,RTD,
141,592287d4da21f251ef57db42,beer,
142,59227e30da21f251fec1d642,beer,
143,592269a5b795b00657b61c9e,beer,
144,592269a5b795b00657b61c9e,RTD,
145,592260b5a97880064f5d5df5,beer,
146,59225eb383b50106487a0f42,beer,
147,592253d1a97880064f5d5d8c,beer,
148,5922495483744062da3dcdd3,beer,
149,592238e383b50106463eeb3b,beer,
150,592238e383b50106463eeb3b,RTD,
151,592234e1819cdb06597da533,beer,
152,5922201b83b50106487a0dc2,beer,
153,5922201b83b50106487a0dc2,RTD,
154,5921a1c3d985e1065e4d182e,beer,
155,5921850105c2230613e7baca,beer,
156,592163ce3d3c0806217f9164,beer,
157,592157703d3c08062071193d,beer,
158,59214f475c0f440659bff3e2,beer,
159,59214f475c0f440659bff3e2,RTD,
160,59214e103d3c08061f8834ad,beer,
161,59214958d8f81106546fd07c,beer,
162,5921452e05c223061477bcca,beer,
163,5921452e05c223061477bcca,RTD,
164,5921408305c2230613e7b8bc,beer,
165,592134fada21f251ef57d478,beer,
166,592134fada21f251ef57d478,RTD,
167,59211d6c3d3c08061f8833a9,beer,
168,592115483d3c0806207117b2,beer,
169,5921115783744062da3dc79a,beer,
170,5921115783744062da3dc79a,RTD,
171,5921090c3d3c08061f883313,beer,
172,5921090c3d3c08061f883313,RTD,
173,5920fc88d985e106608f68e2,beer,
174,5920e60983744062da3dc688,beer,
175,5920dfabda21f251fec1cd9f,beer,
176,5920d536da21f251fec1cd6a,beer,
177,59208a28d8f81106546fcd4d,beer,
178,5920580103641306489d866a,beer,
179,5920580103641306489d866a,RTD,
180,5920574fda21f251fec1cc5d,beer,
181,592055f930cd7b0668b405f1,beer,
182,59200c3783744062da3dc35a,beer,
183,592007b583744062ca2d77fa,beer,
184,592007b583744062ca2d77fa,RTD,
185,591ff48b83744062ca2d7789,beer,
186,591ff1c881fdbf064d629e62,beer,
187,591fe46d03641306489d8387,beer,
188,591fdcabda21f251ef57ce3c,beer,
189,591fdcabda21f251ef57ce3c,RTD,
190,591fd12403641306489d8316,beer,
191,591fd12403641306489d8316,RTD,
192,591fce2c4309aa062d120097,beer,
193,591fce2c4309aa062d120097,RTD,
194,591fca90da21f2520c6cf8cb,beer,
195,591fc5048f8e88061919f7e0,beer,
196,591fc5048f8e88061919f7e0,RTD,
197,591fc173310d57064277ad4d,beer,
198,591fc12a81fdbf064e4e2561,beer,
199,591fbcc783744062bce96e52,beer,
200,591fbc65036413064930a309,beer,
201,591fb902036413064930a2ee,beer,
202,591fab4003641306489d8217,beer,
203,591fa94c036413064930a282,beer,
204,591fa94c036413064930a282,RTD,
205,591fa1a881fdbf064d629c60,beer,
206,591f9933da21f251ef57ccad,beer,
207,591f9933da21f251ef57ccad,RTD,
208,591f977fda21f2520c6cf78c,beer,
209,591f977fda21f2520c6cf78c,RTD,
210,591f96624309aa062d11ff45,beer,
211,591f96624309aa062d11ff45,RTD,
212,591f9018da21f251fec1c79b,beer,
213,591f8eb281fdbf064c9fc6b6,beer,
214,591f8eb281fdbf064c9fc6b6,RTD,
215,591f83a28f8e88061919f634,beer,
216,591f81684309aa062cbb0f08,beer,
217,591f76c983744062ca2d74d7,beer,
218,591ec8970f01f7065d302de1,beer,
219,591ec5d0da21f251ef57c948,beer,
220,591eb42aa9f4670618823be7,beer,
221,591eb42aa9f4670618823be7,RTD,
222,591ea1172635050647cf3c27,beer,
223,591ea1172635050647cf3c27,RTD,
224,591ea0df0f01f7065d302d28,beer,
225,591ea0df0f01f7065d302d28,RTD,
226,591ea02083744062ca2d718a,beer,
227,591e9fc581fb7e065ad0dc64,beer,
228,591e9c8c0f01f7065ec8b4cc,beer,
229,591e9c8c0f01f7065ec8b4cc,RTD,
230,591e731881fb7e0659ebf725,beer,
231,591e6e23a9f46706178c82df,beer,
232,591e45e2cf263706110f8f94,beer,
233,591e4474cf263706110f8f8e,beer,
234,591e4474cf263706110f8f8e,RTD,
235,591e265983744062da3dbaa2,beer,
236,591e265983744062da3dbaa2,RTD,
237,591e1cd3a9f46706178c8105,beer,
238,591e1cd3a9f46706178c8105,RTD,
239,591d8e09ce0c76064a9716aa,beer,
240,591d8cf0da21f2520c6ceec9,beer,
241,591d48f083744062ca2d6b7a,beer,
242,591d38fd8efdc2064b6538c3,beer,
243,591d38fd8efdc2064b6538c3,RTD,
244,591d35a6b795b0064791cb03,beer,
245,591d1f3783744062ca2d6abb,beer,
246,591ce2f78efdc2064b65373a,beer,
247,591c2b3bda21f251ef57bc93,beer,
248,591c2b3bda21f251ef57bc93,RTD,
249,591c286b83744062ca2d6610,beer,
250,591bd035da21f251fec1b627,beer,
251,591bd035da21f251fec1b627,RTD,
252,591bce06da21f251ef57bac4,beer,
253,591bce06da21f251ef57bac4,RTD,
254,59243812da21f251ef57e4f2,beer,
255,592101a1da21f251fec1ce44,beer,
256,591eae1e83744062da3dbce2,beer,
257,591d582283744062ca2d6bb7,beer,
258,591c2d2c0f38c306480d3317,beer,
259,591af58f83744062ca2d60ee,beer,
260,592ccfe3da21f213df6cd747,beer,
261,592cbb50fc500906451eff4b,beer,
262,58f0a16ce4266d0646ba487f,beer,
263,58f97f566b9c0106570d2f40,beer,
264,58fdd8e35284f4064aadc108,beer,
265,5906b874c23b6806192b653e,beer,
266,590925e8da21f251ef575c79,beer,
267,5917d4c883744062da3d9b82,beer,
268,591931a41f326b0651b389f3,beer,
269,591971e883744062bce950e5,beer,
270,591a7ca46f8999063e87abe6,beer,
271,591b0a63105138065dbe3b31,beer,
272,591b0f236f8999063fc1a691,beer,
273,591bff9083744062bce95d0d,beer,
274,591c239858a110063bf71680,beer,
275,591c5098da21f251ef57bda9,beer,
276,591e17c5da21f2520c6cf0c3,beer,
277,591ebbe581fb7e065b15a9e6,beer,
278,591fbb3681fdbf064d629d09,beer,
279,592035dc30cd7b0663b3f8bd,beer,
280,592042a083744062da3dc4d9,beer,
281,59227026b795b00657b61cd2,beer,
282,592278d9ea7cfd0645d896ad,beer,
283,59238c031655540649fda48e,beer,
284,592ba52e50d06506412afef7,beer,
285,592b92f3837440484fed3a7d,beer,
286,592ac8f236be37064a16c7d1,beer,
287,56f8ab65c6266f0633069319,beer,
288,5918324bd3f5fa064a7f2731,beer,
289,59183501758240064ad62902,beer,
290,591977d483744062ca2d593c,beer,
291,591a314f83744062ca2d5c99,beer,
292,591b806383744062bce95aa6,beer,
293,591c23c458a110063cb0334e,beer,
294,591cd37ada21f2520c6ceaf3,beer,
295,591d1e038efdc2064df6b37d,beer,
296,591d8c428efdc2064b653adb,beer,
297,591d94a6ce0c760648012648,beer,
298,591ef2da9ac2e60646358186,beer,
299,591ffa294309aa062cbb11fa,beer,
300,59203ce930cd7b0663b3f8e7,beer,
301,5923fce6dac7570643aef861,beer,
302,592799f394c5bf062cc09d5a,beer,
303,59294895dbeeb70639107622,beer,
304,592966b1b3c6cb064688263d,beer,
305,592c9938793480064e50ead5,beer,
306,5918064a83744062ca2d5177,beer,
307,591824f72308a506403bd931,beer,
308,59190dd483744062da3da2da,beer,
309,591913ccd322300656880ea4,beer,
310,591916c01f326b0650d63d33,beer,
311,59197f46da21f251fec1aae3,beer,
312,59199c6bd3223006559ae014,beer,
313,59199ce260bb28061f11f524,beer,
314,591a31a91b5c3c06489096d1,beer,
315,591a6fd2105138065c851420,beer,
316,591aebf5da21f251ef57b6c2,beer,
317,591b90610f38c306480d3042,beer,
318,591bd5d806f7fb064bd2e12b,beer,
319,591bd61758a110063cb031ff,beer,
320,591c28820f38c306499bdb8c,beer,
321,591c34f083744062bce95e6e,beer,
322,591d42a683744062bce96357,beer,
323,591dab7ab795b0064589776e,beer,
324,591f63204309aa062d11fe3d,beer,
325,591f7cf5310d570644755a94,beer,
326,591fd50183744062bce96f04,beer,
327,5921064d3d3c0806217f8eec,beer,
328,592153e7da21f251fec1d056,beer,
329,5922bdd1819cdb06597da83c,beer,
330,5922cdfb819cdb065ad55b29,beer,
331,5922d52dda21f251fec1d8b4,beer,
332,5922d96aea7cfd0646b4ab1a,beer,
333,5922e35e83b50106463eefba,beer,
334,592432d9b116a6064bae84e2,beer,
335,592508e96aaa91064e279c79,beer,
336,5925759bab8bcc063e9e8bd7,beer,
337,5925782dab4eaa0645b22471,beer,
338,5926b8b2b8f04a34c0de0d08,beer,
339,5926fb3cda21f213c361caa1,beer,
340,592773a5dd15d4063f130f5d,beer,
341,5928069f94c5bf0627313118,beer,
342,5928beccda21f213df6cc208,beer,
343,592907b2da21f213df6cc39a,beer,
344,592bebbd6f357a065617d9c8,beer,
345,592decb3da21f213df6cdc19,beer,
346,592c8af8da21f213d1cd5dea,beer,
347,592c0859feb04e065da220b9,beer,
348,59219fc2a3d28706666308d7,beer,
349,5920dfa105c2230613e7b66b,beer,
350,591c44ebacdf68064a1e3f96,beer,
351,5930c9d8c3c8a8063743727c,beer,
352,5930c9d8c3c8a8063743727c,beer,
353,59309bf7da21f213c361fd38,beer,
354,59309bf7da21f213c361fd38,beer,
355,59300641c3c8a80639a2df71,beer,
356,5930044c6a774506625ac2ff,beer,
357,592ffcd26a77450664762e28,beer,
358,592fe3aada21f213df6ce577,beer,
359,592f4374837440485d102b72,beer,
360,592edce85ddf3f0643246119,beer,
361,592edce85ddf3f0643246119,beer,
362,592edb81b8d8040640ed5172,beer,
363,592edb81b8d8040640ed5172,beer,
364,592edb81b8d8040640ed5172,spirits,
365,592ebfd9da21f213df6ce068,beer,
366,592eb489c3c8a8065939000c,beer,
367,592e96faa636400643469e1e,beer,
368,592e1eecc3c8a806589e7d8a,beer,
369,592e1eecc3c8a806589e7d8a,beer,
370,592e0e68b8d804063f406b57,beer,
371,592dfbe8837440485d1025b0,beer,
372,592d84f6ba22c606470aaea1,beer,
373,592d754d793480064d4b542e,beer,
374,592d45ebfc5009064453e4c2,beer,
375,592d45ebfc5009064453e4c2,beer,
376,592d32d72ff91d0647efb581,beer,
377,592cf9e5793480064e50ed4d,beer,
378,592ce78cda21f213d1cd6083,beer,
379,592c913cda21f213d1cd5e23,beer,
380,592c5955da21f213d1cd5d95,beer,
381,592c353d9ac2e60646552521,beer,
382,592c34dd50d06506407eafbd,beer,
383,592c14559ac2e6064655247a,beer,
384,592c14559ac2e6064655247a,beer,
385,592beb758374404841400338,beer,
386,592be115da21f213d1cd5afd,beer,
387,592be115da21f213d1cd5afd,beer,
388,592be115da21f213d1cd5afd,spirits,
389,592bd8e583744048414002dd,beer,
390,592bd8e583744048414002dd,beer,
391,592bd8e583744048414002dd,spirits,
392,592bb8326f357a06574e0080,beer,
393,592b9851da21f213df6cd150,beer,
394,592ae1d33ea4c60643e98e63,beer,
395,592ad62281aba206367f5a4a,beer,
396,592abb23da21f213d1cd5591,beer,
397,592a9b89837440485d10157f,beer,
398,592a786736be37064a16c54d,beer,
399,592a11fc3ea4c60643e9885d,beer,
400,59297c5bb3c6cb0644f67a76,beer,
401,592970c9f6d7a106496a4647,beer,
402,5929706bf6d7a106488bd4fe,beer,
403,59296b1f83744048413ff5d6,beer,
404,5929606883744048413ff569,beer,
405,5929518eda21f213df6cc545,beer,
406,5929518eda21f213df6cc545,beer,
407,59293a915a3747064e00236c,beer,
408,5928d782dc6f06064a94b0b9,beer,
409,5928b60383744048413ff18a,beer,
410,5928366b193c8d061f322568,beer,
411,59281d9894c5bf062cc0a02a,beer,
412,5927fe228a14e20632be0bba,beer,
413,5927f73a193c8d0627106571,beer,
414,5927ec9994c5bf062731307d,beer,
415,5927d5258a14e2062afb4d6d,beer,
416,5927b7e28a14e20632be0ab8,beer,
417,59276162da21f213d1cd43a1,beer,
418,5926fceeb8f04a34ced22487,beer,
419,5926f41704e76f3511ad3b71,beer,
420,5926d923ce88b42890ae6cb9,beer,
421,5926d514b8f04a34dc4ebc72,beer,
422,5926c8e483744048413fe878,beer,
423,5926c38872b0730c34d081e9,beer,
424,5926c38872b0730c34d081e9,beer,
425,5926b83c837440484fed2125,beer,
426,5926b1c304e76f352df22669,beer,
427,5926addada21f213df6cb7d6,beer,
428,59269be0b8f04a34dc4ebaac,beer,
429,59269be0b8f04a34dc4ebaac,beer,
430,592684d0ce88b42872000edc,beer,
431,59267c65ab8bcc283991580b,beer,
432,59261ea704e76f06475e6dfd,beer,
433,59260020da21f251ef57ed3c,beer,
434,5925a0c7ab4eaa0644ab6067,beer,
435,59258b1ace0c7606460cb57c,beer,
436,59258811c2eafc0661c76551,beer,
437,5925873aab4eaa0644ab600f,beer,
438,5925864583744062bce98c4a,beer,
439,59257adfab8bcc063d64e0d6,beer,
440,59256299ab8bcc063d64e01f,beer,
441,59255751c2eafc0669e7273b,beer,
442,592830a88a14e20632be0d3e,beer,
443,59253269ab4eaa0644ab5df4,beer,
444,5925002b83744062ca2d9113,beer,
445,5924c658ce0c7606460cb17f,beer,
446,5924c486ab4eaa0645b220c3,beer,
447,59243641b116a6064bae84f4,beer,
448,59242ef383744062ca2d8d60,beer,
449,59242e371655540649fda82d,beer,
450,59242d5cf12912065f479815,beer,
451,59242b2cb116a6064bae84a4,beer,
452,59241d8eea7cfd0649ddee9b,beer,
453,5924186a165554064bb8b74c,beer,
454,5924101dea7cfd0647231779,beer,
455,5924045783744062da3dd6f3,beer,
456,5923f498ab8bcc064c203698,beer,
457,5923e6d6f1291206612765f1,beer,
458,5923e522ab8bcc064e629d42,beer,
459,5923e522ab8bcc064e629d42,beer,
460,5923d73a83744062ca2d8af2,beer,
461,5923d73a83744062ca2d8af2,beer,
462,5923bfc8b116a6064999b33b,beer,
463,5923bf8bb116a6064999b338,beer,
464,5923a9d4ea7cfd0647231588,beer,
465,5923a259da21f251fec1dcbc,beer,
466,5923a1fdf12912065f4794de,beer,
467,59238e18ab8bcc064c2034e2,beer,
468,592384b4f12912066127646a,beer,
469,5923736e83744062ca2d891c,beer,
470,5923522683744062ca2d87d5,beer,
471,59230ea2ea7cfd0645d89a38,beer,
472,5923010ba97880064e4a4487,beer,
473,5922fe00a97880064dbbb8e2,beer,
474,5922f85d819cdb06597daa25,beer,
475,5922f85d819cdb06597daa25,beer,
476,5922f6c0b795b00657b62088,beer,
477,5922e61b819cdb06597da9bd,beer,
478,5922e1a9ea7cfd0645d89962,beer,
479,5922dd28da21f251fec1d902,beer,
480,5922d3eaa97880064dbbb7d6,beer,
481,5922d3eaa97880064dbbb7d6,beer,
482,5922d2f2819cdb065ad55b57,beer,
483,5922d2f2819cdb065ad55b57,beer,
484,5922cecca97880064f5d60bb,beer,
485,5922c9f4819cdb06597da8c6,beer,
486,5922c9f4819cdb06597da8c6,beer,
487,5922c95cb795b00656cf06e4,beer,
488,5922c82fea7cfd0646b4aa59,beer,
489,5922c82fea7cfd0646b4aa59,beer,
490,5922c82fea7cfd0646b4aa59,spirits,
491,5922c104da21f251fec1d7ce,beer,
492,5922bdfe83744062da3dd06f,beer,
493,5922bdfe83744062da3dd06f,beer,
494,5922bdb6b795b00657b61e89,beer,
495,5922bdb6b795b00657b61e89,beer,
496,5922b71483744062bce97d55,beer,
497,5922b71483744062bce97d55,beer,
498,5922b212ea7cfd0645d897a4,beer,
499,5922b212ea7cfd0645d897a4,beer,
500,5922a46a83b50106471eaa6b,beer,
501,5922a46a83b50106471eaa6b,beer,
502,5922a23dea7cfd0647f5a965,beer,
503,59225f7a83b50106487a0f45,beer,
504,59225f7a83b50106487a0f45,beer,
505,59225a54b795b00657b61c36,beer,
506,59225a54b795b00657b61c36,beer,
507,592246e883744062bce97ab2,beer,
508,5922460fa97880064dbbb43e,beer,
509,59222fe283744062ca2d823f,beer,
510,59222fe283744062ca2d823f,beer,
511,59222fe283744062ca2d823f,spirits,
512,5922147d83b50106463eea7f,beer,
513,5921f63aea7cfd0647f5a5fe,beer,
514,5921f475da21f251fec1d31d,beer,
515,5921f475da21f251fec1d31d,beer,
516,5921a55b5c0f44065af1cbbb,beer,
517,59218b5705c2230613e7baf4,beer,
518,592184c9da21f2520c6d01d0,beer,
519,592184c9da21f2520c6d01d0,beer,
520,592184c9da21f2520c6d01d0,spirits,
521,5921723805c22306126d374a,beer,
522,5921723805c22306126d374a,beer,
523,59216d54da21f2520c6d00ee,beer,
524,59216d54da21f2520c6d00ee,beer,
525,59216a125c0f440659bff4bd,beer,
526,592158a23d3c08061f883504,beer,
527,592158a23d3c08061f883504,beer,
528,59213cb205c223061477bc8c,beer,
529,59212adada21f251fec1cf54,beer,
530,592122935c0f44065af1c824,beer,
531,5920c6db83744062ca2d7abf,beer,
532,5920381a4309aa062cbb13d3,beer,
533,5920237003641306489d8524,beer,
534,59201d3d30cd7b0668b4045c,beer,
535,592004e281fdbf064d629edd,beer,
536,5930d562abb2da064c7f690f,beer,
537,59300911c3c8a80638566601,beer,
538,59300911c3c8a80638566601,beer,
539,592ff443da21f213d1cd6ffa,beer,
540,592f9debabb2da064bf8a966,beer,
541,592f9debabb2da064bf8a966,beer,
542,592f9debabb2da064bf8a966,spirits,
543,592f53e7e6ace00645ff7669,beer,
544,592f3f42da21f213c361f6cc,beer,
545,592ea8e2bc56c406463db925,beer,
546,592e78d4b8d804063f406da4,beer,
547,592e3658da21f213df6cdd8b,beer,
548,592e3658da21f213df6cdd8b,beer,
549,592e29e4bc56c40647f0f4f8,beer,
550,592e1b635ddf3f064123e817,beer,
551,592d6ee8fc500906451f035a,beer,
552,592d6ee8fc500906451f035a,beer,
553,592d37692ff91d0647efb597,beer,
554,592d37692ff91d0647efb597,beer,
555,592cb509ba22c6064830d6a2,beer,
556,592c9c80837440485d101f39,beer,
557,592c9ad5b7e9d5064707d158,beer,
558,592c19ab50d06506407eaf47,beer,
559,592c19ab50d06506407eaf47,beer,
560,592bb66f6f357a065617d8f6,beer,
561,592bb66f6f357a065617d8f6,beer,
562,592b59f487e53b0654759888,beer,
563,592ac1b5f40434063e3295d3,beer,
564,592ab877f40434063d3b1ee6,beer,
565,592aa58281aba2063749188c,beer,
566,592aa1018f509c065b7be3ef,beer,
567,592a51d1b116a606460417b0,beer,
568,592a51d1b116a606460417b0,beer,
569,5929ff0e837440485d1011bb,beer,
570,592992d9df00be0645b8fec9,beer,
571,5928a950f6d7a106477e3416,beer,
572,5928a126f6d7a106496a4107,beer,
573,592829f669ed7a061fd4da3a,beer,
574,592829f669ed7a061fd4da3a,beer,
575,592822a6dd15d4063f1312de,beer,
576,59282080da21f213d1cd4748,beer,
577,59281b70dd15d4063f1312b3,beer,
578,5927fb23da21f213d1cd4620,beer,
579,5927e2d8da21f213d1cd45d1,beer,
580,5927dc0a193c8d06271064fe,beer,
581,5927ca27283978062b4b036b,beer,
582,5927ca27283978062b4b036b,spirits,
583,592794f6dd15d4063c823485,beer,
584,59278e53283978062f732428,beer,
585,593489d2abb2da064c7f7949,beer,
586,59340cffc3c8a806374381a4,beer,
587,5933f101837440484fed6278,beer,
588,5933f101837440484fed6278,beer,
589,5933f0dac3c8a80639a2f0a4,beer,
590,5933f0dac3c8a80639a2f0a4,beer,
591,5933bcc0e6ace00645ff8985,beer,
592,5933bcc0e6ace00645ff8985,beer,
593,59333f2f4a866106585e0303,beer,
594,59333f2f4a866106585e0303,beer,
595,5932b0d0da21f213c3620705,beer,
596,5932b0d0da21f213c3620705,beer,
597,5932aafcabb2da064c7f71ce,beer,
598,5932aafcabb2da064c7f71ce,beer,
599,59324c93abb2da064bf8b470,beer,
600,5931f19b6a774506625ac995,beer,
601,59316434e6ace00644047d4a,beer,
602,59316434e6ace00644047d4a,beer,
603,5931568fe6ace00646da1947,beer,
604,5931568fe6ace00646da1947,beer,
605,593152d4da21f213c36200b3,beer,
606,59314bad837440485d1033ec,beer,
607,592cf773793480064d4b517d,beer,
608,5926e53804e76f351fed8b89,beer,
609,5926a3a0b8f04a34c0de0c48,beer,
610,59267e3272b0730c34d08033,beer,
611,59266edcda21f213c361c7a8,beer,
612,5926606910e6a90b3becfb80,beer,
613,59264ea172b0730c34d07f59,beer,
614,592599a5c2eafc065fe7c832,beer,
615,59258b6e83744062da3ddf38,beer,
616,5925649bda21f2520c6d15a6,beer,
617,59254b99ab4eaa0645b22328,beer,
618,592508f0ab8bcc063e9e8993,beer,
619,592508f0ab8bcc063e9e8993,beer,
620,5924ef4518b088065972281c,beer,
621,59244f7e165554064bb8b8ac,beer,
622,5924154fb116a6064bae83e1,beer,
623,5924154fb116a6064bae83e1,spirits,
624,5924129aea7cfd0649ddee29,beer,
625,5923e78fb116a6064999b3d4,beer,
626,59236907ea7cfd0648c6c9da,beer,
627,592368da83744062bce980f8,beer,
628,5922ee78da21f251ef57de70,beer,
629,5922dc1983744062ca2d8666,beer,
630,5922dc1983744062ca2d8666,beer,
631,5922d365819cdb065bdc21e8,beer,
632,5922d365819cdb065bdc21e8,beer,
633,5922cc9ada21f2520c6d0813,beer,
634,5922cc9ada21f2520c6d0813,beer,
635,5922b60883744062ca2d84f9,beer,
636,5922b60883744062ca2d84f9,beer,
637,5922b60883744062ca2d84f9,spirits,
638,592287cbda21f251ef57db3f,beer,
639,592286db819cdb065bdc1f9f,beer,
640,592286db819cdb065bdc1f9f,beer,
641,5922810dea7cfd0647f5a8ee,beer,
642,5922810dea7cfd0647f5a8ee,beer,
643,592258ffa97880064dbbb4a6,beer,
644,592258ffa97880064dbbb4a6,beer,
645,59225681819cdb065ad5580e,beer,
646,59225681819cdb065ad5580e,beer,
647,592213b083b50106463eea7a,beer,
648,592213b083b50106463eea7a,beer,
649,59220389da21f251fec1d336,beer,
650,59220389da21f251fec1d336,beer,
651,5921e530ea7cfd0647f5a5f5,beer,
652,5921896b05c2230613e7bae4,beer,
653,5921896b05c2230613e7bae4,beer,
654,5921896b05c2230613e7bae4,spirits,
655,59218044a3d28706688382a7,beer,
656,59218044a3d28706688382a7,beer,
